# distance (m), g, g_p, g_m, y (m^2), y_p (m^2), y_m (m^2)
7.494989979959919557e-01,1.351890608990138687e-05,1.348948518437385559e-05,1.354845561140936847e-05,7.594228570291067781e-06,7.577701413446039327e-06,7.610827977002086446e-06
7.515030060120240218e-01,1.344357338335507285e-05,1.341431642278194027e-05,1.347295824320939993e-05,7.592349054960851720e-06,7.575825988464746009e-06,7.608944353441639975e-06
7.535070140280560880e-01,1.336884180561663293e-05,1.333974748177416029e-05,1.339806331776005485e-05,7.590465014641937404e-06,7.573946048342390820e-06,7.607056195001809262e-06
7.555110220440881541e-01,1.329470499103551858e-05,1.326577200955339596e-05,1.332376445549679641e-05,7.588576454194510101e-06,7.572061597928580434e-06,7.605163506553403908e-06
7.575150300601202202e-01,1.322115665802309589e-05,1.319238373820150171e-05,1.325005536110074076e-05,7.586683378480294980e-06,7.570172642074462275e-06,7.603266292968775959e-06
7.595190380761522864e-01,1.314819060772418615e-05,1.311957648235373341e-05,1.317692982216729744e-05,7.584785792362720598e-06,7.568279185632878679e-06,7.601364559121981692e-06
7.615230460921843525e-01,1.307580072271281644e-05,1.304734413789733815e-05,1.310438170789907219e-05,7.582883700706947692e-06,7.566381233458401625e-06,7.599458309888819733e-06
7.635270541082164186e-01,1.300398096571206991e-05,1.297568068069419975e-05,1.303240496782291354e-05,7.580977108380005553e-06,7.564478790407471647e-06,7.597547550146955566e-06
7.655310621242484848e-01,1.293272537833725656e-05,1.290458016532673197e-05,1.296099363053034263e-05,7.579066020250864874e-06,7.562571861338460512e-06,7.595632284776003697e-06
7.675350701402805509e-01,1.286202807986204550e-05,1.283403672386669913e-05,1.289014180244097664e-05,7.577150441190532613e-06,7.560660451111772021e-06,7.593712518657614056e-06
7.695390781563125060e-01,1.279188326600706377e-05,1.276404456466646117e-05,1.281984366658849844e-05,7.575230376072132464e-06,7.558744564589929251e-06,7.591788256675567705e-06
7.715430861723445721e-01,1.272228520775041651e-05,1.269459797117207212e-05,1.275009348142855937e-05,7.573305829770984478e-06,7.556824206637643164e-06,7.589859503715838675e-06
7.735470941883766383e-01,1.265322825015987580e-05,1.262569130075800500e-05,1.268088557966842027e-05,7.571376807164711788e-06,7.554899382121915948e-06,7.587926264666710008e-06
7.755511022044087044e-01,1.258470681124599299e-05,1.255731898358278150e-05,1.261221436711756674e-05,7.569443313133283808e-06,7.552970095912101154e-06,7.585988544418819499e-06
7.775551102204407705e-01,1.251671538083599213e-05,1.248947552146529474e-05,1.254407432155913091e-05,7.567505352559118725e-06,7.551036352879991786e-06,7.584046347865258797e-06
7.795591182364728366e-01,1.244924851946784477e-05,1.242215548678129804e-05,1.247645999164154204e-05,7.565562930327159731e-06,7.549098157899896537e-06,7.582099679901643708e-06
7.815631262525049028e-01,1.238230085730414841e-05,1.235535352137965855e-05,1.240936599579005699e-05,7.563616051324936857e-06,7.547155515848714329e-06,7.580148545426192126e-06
7.835671342685369689e-01,1.231586709306547317e-05,1.228906433551799592e-05,1.234278702113774539e-05,7.561664720442657603e-06,7.545208431606002916e-06,7.578192949339799412e-06
7.855711422845690350e-01,1.224994199298264979e-05,1.222328270681729117e-05,1.227671782247550755e-05,7.559708942573263695e-06,7.543256910054062749e-06,7.576232896546101083e-06
7.875751503006011012e-01,1.218452038976774149e-05,1.215800347923506087e-05,1.221115322122078645e-05,7.557748722612509005e-06,7.541300956077989484e-06,7.574268391951553273e-06
7.895791583166331673e-01,1.211959718160325582e-05,1.209322156205678654e-05,1.214608810440457226e-05,7.555784065459023930e-06,7.539340574565751069e-06,7.572299440465490335e-06
7.915831663326652334e-01,1.205516733114922728e-05,1.202893192890516050e-05,1.208151742367632835e-05,7.553814976014384849e-06,7.537375770408260584e-06,7.570326047000207848e-06
7.935871743486972996e-01,1.199122586456783847e-05,1.196512961676682303e-05,1.201743619432645764e-05,7.551841459183175106e-06,7.535406548499426217e-06,7.568348216471007512e-06
7.955911823647293657e-01,1.192776787056519214e-05,1.190180972503621631e-05,1.195383949432599092e-05,7.549863519873048541e-06,7.533432913736220721e-06,7.566365953796269144e-06
7.975951903807614318e-01,1.186478849944995596e-05,1.183896741457628926e-05,1.189072246338317843e-05,7.547881162994809108e-06,7.531454871018760191e-06,7.564379263897529455e-06
7.995991983967934980e-01,1.180228296220840259e-05,1.177659790679554506e-05,1.182808030201650550e-05,7.545894393462433748e-06,7.529472425250328622e-06,7.562388151699508302e-06
8.016032064128255641e-01,1.174024652959571950e-05,1.171469648274132280e-05,1.176590827064401356e-05,7.543903216193167254e-06,7.527485581337470240e-06,7.560392622130199327e-06
8.036072144288576302e-01,1.167867453124311257e-05,1.165325848220885275e-05,1.170420168868845047e-05,7.541907636107579023e-06,7.525494344190044559e-06,7.558392680120927553e-06
8.056112224448896963e-01,1.161756235478035788e-05,1.159227930286571219e-05,1.164295593369790970e-05,7.539907658129584233e-06,7.523498718721250942e-06,7.556388330606369710e-06
8.076152304609217625e-01,1.155690544497372038e-05,1.153175439939162455e-05,1.158216644048185678e-05,7.537903287186543792e-06,7.521498709847727707e-06,7.554379578524654190e-06
8.096192384769538286e-01,1.149669930287862281e-05,1.147167928263296974e-05,1.152182870026196176e-05,7.535894528209271962e-06,7.519494322489558055e-06,7.552366428817378829e-06
8.116232464929858947e-01,1.143693948500710376e-05,1.141204951877204980e-05,1.146193825983771758e-05,7.533881386132143082e-06,7.517485561570375101e-06,7.550348886429697311e-06
8.136272545090179609e-01,1.137762160250944324e-05,1.135286072851051186e-05,1.140249072076629366e-05,7.531863865893094114e-06,7.515472432017375430e-06,7.548326956310346265e-06
8.156312625250500270e-01,1.131874132036994896e-05,1.129410858626685902e-05,1.134348173855654844e-05,7.529841972433690708e-06,7.513454938761364831e-06,7.546300643411686777e-06
8.176352705410820931e-01,1.126029435661650008e-05,1.123578881938773892e-05,1.128490702187686217e-05,7.527815710699189038e-06,7.511433086736841312e-06,7.544269952689786549e-06
8.196392785571141593e-01,1.120227648154358255e-05,1.117789720737265287e-05,1.122676233177646459e-05,7.525785085638578150e-06,7.509406880882022203e-06,7.542234889104455474e-06
8.216432865731462254e-01,1.114468351694854998e-05,1.112042958111188365e-05,1.116904348092002039e-05,7.523750102204613847e-06,7.507376326138880576e-06,7.540195457619267659e-06
8.236472945891782915e-01,1.108751133538089152e-05,1.106338182213741008e-05,1.111174633283527591e-05,7.521710765353854262e-06,7.505341427453195224e-06,7.538151663201622412e-06
8.256513026052103577e-01,1.103075585940429686e-05,1.100674986188654908e-05,1.105486680117348419e-05,7.519667080046758115e-06,7.503302189774620115e-06,7.536103510822814546e-06
8.276553106212424238e-01,1.097441306087106566e-05,1.095052968097798647e-05,1.099840084898225765e-05,7.517619051247651680e-06,7.501258618056690321e-06,7.534051005458027602e-06
8.296593186372744899e-01,1.091847896020892286e-05,1.089471730850009138e-05,1.094234448799079937e-05,7.515566683924836354e-06,7.499210717256883853e-06,7.531994152086420246e-06
8.316633266533065560e-01,1.086294962571974139e-05,1.083930882131121287e-05,1.088669377790710629e-05,7.513509983050598826e-06,7.497158492336670791e-06,7.529932955691146600e-06
8.336673346693386222e-01,1.080782117289006416e-05,1.078430034335167569e-05,1.083144482572698005e-05,7.511448953601241567e-06,7.495101948261522593e-06,7.527867421259385037e-06
8.356713426853706883e-01,1.075308976371320835e-05,1.072968804496737027e-05,1.077659378505465743e-05,7.509383600557129419e-06,7.493041090000967163e-06,7.525797553782390703e-06
8.376753507014027544e-01,1.069875160602274364e-05,1.067546814224467601e-05,1.072213685543481312e-05,7.507313928902766673e-06,7.490975922528659148e-06,7.523723358255558191e-06
8.396793587174348206e-01,1.064480295283695139e-05,1.062163689635634855e-05,1.066807028169560935e-05,7.505239943626764037e-06,7.488906450822352832e-06,7.521644839678405452e-06
8.416833667334668867e-01,1.059124010171434440e-05,1.056819061291844897e-05,1.061439035330279100e-05,7.503161649721929265e-06,7.486832679863993621e-06,7.519562003054655108e-06
8.436873747494989528e-01,1.053805939411977452e-05,1.051512564135781856e-05,1.056109340372440914e-05,7.501079052185263775e-06,7.484754614639704487e-06,7.517474853392226829e-06
8.456913827655310190e-01,1.048525721480114348e-05,1.046243837429014992e-05,1.050817580980617150e-05,7.498992156018033791e-06,7.482672260139865588e-06,7.515383395703317801e-06
8.476953907815630851e-01,1.043282999117629502e-05,1.041012524690822935e-05,1.045563399115700651e-05,7.496900966225770352e-06,7.480585621359121047e-06,7.513287635004405270e-06
8.496993987975951512e-01,1.038077419273013750e-05,1.035818273638034685e-05,1.040346440954484756e-05,7.494805487818333681e-06,7.478494703296424692e-06,7.511187576316296511e-06
8.517034068136272174e-01,1.032908633042153451e-05,1.030660736125848613e-05,1.035166356830223608e-05,7.492705725809894550e-06,7.476399510955032429e-06,7.509083224664122905e-06
8.537074148296592835e-01,1.027776295610009385e-05,1.025539568089639432e-05,1.030022801174184177e-05,7.490601685219017294e-06,7.474300049342589489e-06,7.506974585077419555e-06
8.557114228456913496e-01,1.022680066193240776e-05,1.020454429487706221e-05,1.024915432458143895e-05,7.488493371068685216e-06,7.472196323471149063e-06,7.504861662590145619e-06
8.577154308617234157e-01,1.017619607983758339e-05,1.015404984244947281e-05,1.019843913137821230e-05,7.486380788386262475e-06,7.470088338357131646e-06,7.502744462240658896e-06
8.597194388777554819e-01,1.012594588093220073e-05,1.010390900197478572e-05,1.014807909597248992e-05,7.484263942203618598e-06,7.467976099021455474e-06,7.500622989071823401e-06
8.617234468937875480e-01,1.007604677498404923e-05,1.005411849038125457e-05,1.009807092094029753e-05,7.482142837557080199e-06,7.465859610489491638e-06,7.498497248130975481e-06
8.637274549098196141e-01,1.002649550987487001e-05,1.000467506262813302e-05,1.004841134705492329e-05,7.480017479487494508e-06,7.463738877791111513e-06,7.496367244469979724e-06
8.657314629258516803e-01,9.977288871071726044e-06,9.955575511178207072e-06,9.999097152757125854e-06,7.477887873040227673e-06,7.461613905960705398e-06,7.494232983145231496e-06
8.677354709418837464e-01,9.928423681106988228e-06,9.906816665478899252e-06,9.950125153633997287e-06,7.475754023265240153e-06,7.459484700037241801e-06,7.492094469217731481e-06
8.697394789579158125e-01,9.879896799066556444e-06,9.858395391451612805e-06,9.901492201906044000e-06,7.473615935217048594e-06,7.457351265064236953e-06,7.489951707753040787e-06
8.717434869739478787e-01,9.831705120086430577e-06,9.810308590989398795e-06,9.853195185922683746e-06,7.471473613954782583e-06,7.455213606089810708e-06,7.487804703821348713e-06
8.737474949899798338e-01,9.783845574857297898e-06,9.762553201462615822e-06,9.805231029665726771e-06,7.469327064542200744e-06,7.453071728166701791e-06,7.485653462497482061e-06
8.757515030060118999e-01,9.736315129137070677e-06,9.715126195232529817e-06,9.757596692260866496e-06,7.467176292047729700e-06,7.450925636352305912e-06,7.483497988860948338e-06
8.777555110220439660e-01,9.689110783271140281e-06,9.668024579172618458e-06,9.710289167496868046e-06,7.465021301544444588e-06,7.448775335708657137e-06,7.481338287995906110e-06
8.797595190380760322e-01,9.642229571720361284e-06,9.621245394197576806e-06,9.663305483352535924e-06,7.462862098110125815e-06,7.446620831302488021e-06,7.479174364991239537e-06
8.817635270541080983e-01,9.595668562596465753e-06,9.574785714799737864e-06,9.616642701531099996e-06,7.460698686827262445e-06,7.444462128205222837e-06,7.477006224940543978e-06
8.837675350701401644e-01,9.549424857204845030e-06,9.528642648592867411e-06,9.570297917002014716e-06,7.458531072783061514e-06,7.442299231493002134e-06,7.474833872942150554e-06
8.857715430861722306e-01,9.503495589594661736e-06,9.482813335863226375e-06,9.524268257550059770e-06,7.456359261069518335e-06,7.440132146246733565e-06,7.472657314099177814e-06
8.877755511022042967e-01,9.457877926115861698e-06,9.437294949127580568e-06,9.478550883331415190e-06,7.454183256783351278e-06,7.437960877552050380e-06,7.470476553519489388e-06
8.897795591182363628e-01,9.412569064983361951e-06,9.392084692698306870e-06,9.433142986436875263e-06,7.452003065026082235e-06,7.435785430499367328e-06,7.468291596315754970e-06
8.917835671342684289e-01,9.367566235847977726e-06,9.347179802255273974e-06,9.388041790461852255e-06,7.449818690904034083e-06,7.433605810183895907e-06,7.466102447605463023e-06
8.937875751503004951e-01,9.322866699374088433e-06,9.302577544424418088e-06,9.343244550083102190e-06,7.447630139528337457e-06,7.431422021705643516e-06,7.463909112510913160e-06
8.957915831663325612e-01,9.278467746823930836e-06,9.258275216362944123e-06,9.298748550642125244e-06,7.445437416014965479e-06,7.429234070169449875e-06,7.461711596159260183e-06
8.977955911823646273e-01,9.234366699648351688e-06,9.214270145350967716e-06,9.254551107735013761e-06,7.443240525484726135e-06,7.427041960684977712e-06,7.459509903682506468e-06
8.997995991983966935e-01,9.190560909083957177e-06,9.170559688389540509e-06,9.210649566808729244e-06,7.441039473063298698e-06,7.424845698366750875e-06,7.457304040217534145e-06
9.018036072144287596e-01,9.147047755756479575e-06,9.127141231804889240e-06,9.167041302763596569e-06,7.438834263881215941e-06,7.422645288334141630e-06,7.455094010906092395e-06
9.038076152304608257e-01,9.103824649290357738e-06,9.084012190858822947e-06,9.123723719562030666e-06,7.436624903073914107e-06,7.420440735711402847e-06,7.452879820894840651e-06
9.058116232464928919e-01,9.060889027924295949e-06,9.041170009365159173e-06,9.080694249843255115e-06,7.434411395781723599e-06,7.418232045627684092e-06,7.450661475335343512e-06
9.078156312625249580e-01,9.018238358132772334e-06,8.998612159312026899e-06,9.037950354543990627e-06,7.432193747149881681e-06,7.416019223217020618e-06,7.448438979384088533e-06
9.098196392785570241e-01,8.975870134253390099e-06,8.956336140490052958e-06,8.995489522524981277e-06,7.429971962328550265e-06,7.413802273618368092e-06,7.446212338202492155e-06
9.118236472945890903e-01,8.933781878119927616e-06,8.914339480126196470e-06,8.953309270203250068e-06,7.427746046472815915e-06,7.411581201975595820e-06,7.443981556956909866e-06
9.138276553106211564e-01,8.891971138701051762e-06,8.872619732523248228e-06,8.911407141190014365e-06,7.425516004742717795e-06,7.409356013437511309e-06,7.441746640818657380e-06
9.158316633266532225e-01,8.850435491744516650e-06,8.831174478704813784e-06,8.869780705934122303e-06,7.423281842303245129e-06,7.407126713157864504e-06,7.439507594964017413e-06
9.178356713426852886e-01,8.809172539426812166e-06,8.790001326065709065e-06,8.828427561370913573e-06,7.421043564324341438e-06,7.404893306295344398e-06,7.437264424574230364e-06
9.198396793587173548e-01,8.768179910008150509e-06,8.749097908027719412e-06,8.787345330576472441e-06,7.418801175980927409e-06,7.402655798013612917e-06,7.435017134835529043e-06
9.218436873747494209e-01,8.727455257492690782e-06,8.708461883700542453e-06,8.746531662427100168e-06,7.416554682452894116e-06,7.400414193481288820e-06,7.432765730939129357e-06
9.238476953907814870e-01,8.686996261293927098e-06,8.668090937547913124e-06,8.705984231263967895e-06,7.414304088925130131e-06,7.398168497871975658e-06,7.430510218081250635e-06
9.258517034068135532e-01,8.646800625905113144e-06,8.627982779058749908e-06,8.665700736562829693e-06,7.412049400587510505e-06,7.395918716364253300e-06,7.428250601463112244e-06
9.278557114228456193e-01,8.606866080574689313e-06,8.588135142423274844e-06,8.625678902608731422e-06,7.409790622634910327e-06,7.393664854141689791e-06,7.425986886290942052e-06
9.298597194388776854e-01,8.567190378986585373e-06,8.548545786214036167e-06,8.585916478175625597e-06,7.407527760267209803e-06,7.391406916392853212e-06,7.423719077775989144e-06
9.318637274549097516e-01,8.527771298945344434e-06,8.509212493071687883e-06,8.546411236210797410e-06,7.405260818689310351e-06,7.389144908311314221e-06,7.421447181134531435e-06
9.338677354709418177e-01,8.488606642065951345e-06,8.470133069395514424e-06,8.507160973524017185e-06,7.402989803111126129e-06,7.386878835095650286e-06,7.419171201587870595e-06
9.358717434869738838e-01,8.449694233468306209e-06,8.431305345038561465e-06,8.468163510481351526e-06,7.400714718747592506e-06,7.384608701949448232e-06,7.416891144362341363e-06
9.378757515030059499e-01,8.411031921476288834e-06,8.392727173007352584e-06,8.429416690703558598e-06,7.398435570818681310e-06,7.382334514081317784e-06,7.414607014689322559e-06
9.398797595190380161e-01,8.372617577321265003e-06,8.354396429166051143e-06,8.390918380768960826e-06,7.396152364549388968e-06,7.380056276704886493e-06,7.412318817805233698e-06
9.418837675350700822e-01,8.334449094850036299e-06,8.316311011945031828e-06,8.352666469920745889e-06,7.393865105169749212e-06,7.377773995038803970e-06,7.410026558951540913e-06
9.438877755511021483e-01,8.296524390237128418e-06,8.278468842053804242e-06,8.314658869778628229e-06,7.391573797914845785e-06,7.375487674306760516e-06,7.407730243374767128e-06
9.458917835671342145e-01,8.258841401701297715e-06,8.240867862198139477e-06,8.276893514054742347e-06,7.389278448024793804e-06,7.373197319737471032e-06,7.405429876326486122e-06
9.478957915831662806e-01,8.221398089226286462e-06,8.203506036801419988e-06,8.239368358273772947e-06,7.386979060744766021e-06,7.370902936564691114e-06,7.403125463063331851e-06
9.498997995991983467e-01,8.184192434285638787e-06,8.166381351730065397e-06,8.202081379497189813e-06,7.384675641324974188e-06,7.368604530027204343e-06,7.400817008846994207e-06
9.519038076152304129e-01,8.147222439571611164e-06,8.129491814023034215e-06,8.165030576051548436e-06,7.382368195020680912e-06,7.366302105368841772e-06,7.398504518944223261e-06
9.539078156312624790e-01,8.110486128728055494e-06,8.092835451625274428e-06,8.128213967260793722e-06,7.380056727092210670e-06,7.363995667838474298e-06,7.396187998626837727e-06
9.559118236472945451e-01,8.073981546087190061e-06,8.056410313125085689e-06,8.091629593182461745e-06,7.377741242804937103e-06,7.361685222690019440e-06,7.393867453171723270e-06
9.579158316633266113e-01,8.037706756410249904e-06,8.020214467495320257e-06,8.055275514347757520e-06,7.375421747429284710e-06,7.359370775182431178e-06,7.391542887860823188e-06
9.599198396793586774e-01,8.001659844631908179e-06,7.984246003838368485e-06,8.019149811505419022e-06,7.373098246240735621e-06,7.357052330579712651e-06,7.389214307981151122e-06
9.619238476953907435e-01,7.965838915608426156e-06,7.948503031134850915e-06,7.983250585369318302e-06,7.370770744519826215e-06,7.354729894150905154e-06,7.386881718824786811e-06
9.639278557114228096e-01,7.930242093869472564e-06,7.912983677995981426e-06,7.947575956369731960e-06,7.368439247552157278e-06,7.352403471170107613e-06,7.384545125688882034e-06
9.659318637274548758e-01,7.894867523373498788e-06,7.877686092419477747e-06,7.912124064408194564e-06,7.366103760628369444e-06,7.350073066916448637e-06,7.382204533875644504e-06
9.679358717434869419e-01,7.859713367266730886e-06,7.842608441549066777e-06,7.876893068615946873e-06,7.363764289044173686e-06,7.347738686674110233e-06,7.379859948692356511e-06
9.699398797595190080e-01,7.824777807645554823e-06,7.807748911437405152e-06,7.841881147115817936e-06,7.361420838100316587e-06,7.345400335732308324e-06,7.377511375451355438e-06
9.719438877755510742e-01,7.790059045322411815e-06,7.773105706812460776e-06,7.807086496787596968e-06,7.359073413102614222e-06,7.343058019385307152e-06,7.375158819470051548e-06
9.739478957915831403e-01,7.755555299594990318e-06,7.738677050847233364e-06,7.772507333036727284e-06,7.356722019361923361e-06,7.340711742932409956e-06,7.372802286070910195e-06
9.759519038076150954e-01,7.721264808018789215e-06,7.704461184932785190e-06,7.738141889566369733e-06,7.354366662194159253e-06,7.338361511677958127e-06,7.370441780581467074e-06
9.779559118236471615e-01,7.687185826182865839e-06,7.670456368454502412e-06,7.703988418152662838e-06,7.352007346920260900e-06,7.336007330931315114e-06,7.368077308334292644e-06
9.799599198396792277e-01,7.653316627488897594e-06,7.636660878571622561e-06,7.670045188423298214e-06,7.349644078866238490e-06,7.333649206006902001e-06,7.365708874667037867e-06
9.819639278557112938e-01,7.619655502933286121e-06,7.603073009999809656e-06,7.636310487639150395e-06,7.347276863363125116e-06,7.331287142224143295e-06,7.363336484922388467e-06
9.839679358717433599e-01,7.586200760892436983e-06,7.569691074796915854e-06,7.602782620479086418e-06,7.344905705747002189e-06,7.328921144907510125e-06,7.360960144448087806e-06
9.859719438877754261e-01,7.552950726911041241e-06,7.536513402151714491e-06,7.569459908827784921e-06,7.342530611358965553e-06,7.326551219386477045e-06,7.358579858596906382e-06
9.879759519038074922e-01,7.519903743493421590e-06,7.503538338175699384e-06,7.536340691566630806e-06,7.340151585545166993e-06,7.324177370995558452e-06,7.356195632726685882e-06
9.899799599198395583e-01,7.487058169897765190e-06,7.470764245697770822e-06,7.503423324367485594e-06,7.337768633656774423e-06,7.321799605074279794e-06,7.353807472200284969e-06
9.919839679358716245e-01,7.454412381933302472e-06,7.438189504061849747e-06,7.470706179489440169e-06,7.335381761049983744e-06,7.319417926967178409e-06,7.351415382385611469e-06
9.939879759519036906e-01,7.421964771760312494e-06,7.405812508927319334e-06,7.438187645578366130e-06,7.332990973085990046e-06,7.317032342023778968e-06,7.349019368655575783e-06
9.959919839679357567e-01,7.389713747692997201e-06,7.373631672072338859e-06,7.405866127469374997e-06,7.330596275131020641e-06,7.314642855598635822e-06,7.346619436388136631e-06
9.979959919839678228e-01,7.357657734005059408e-06,7.341645421199825719e-06,7.373740045991954900e-06,7.328197672556296102e-06,7.312249473051277100e-06,7.344215590966254462e-06
1.000000000000000000e+00,7.325795170738061598e-06,7.309852199746249601e-06,7.341807837777926180e-06,7.325795170738061598e-06,7.309852199746249601e-06,7.341807837777926180e-06
